56770	48223	32495	61005
34964	50000	50625	57880
46669	1301	41364	50064
30786	16038	32897	29414
5511	36739	14354	63030
23056	20003	11500	41627
28855	16447	18946	31331
16559	10717	26951	33219
21219	11556	29229	28942
----------
11407	50174	57155	26637
1660	62385	44167	33942
47499	21019	22720	532
50846	64266	40763	4300
25240	58822	34698	36389
2003	50499	4867	12285
16348	54463	17394	33241
17113	58542	20562	37174
1599	32278	54956	4680
